post_freq,Probability,SE,CI_low,CI_high
2.265340715015399,0.17187121279279166,0.008318051989078467,0.15149050591055058,0.19436574724568167
2.300736663687515,0.17159600586367682,0.008305054939581264,0.15124764372612678,0.19405605328928582
2.33613261235963,0.1713211484415797,0.00829231933652736,0.15100451851204358,0.19374744457949192
2.371528561031746,0.1710466403745962,0.008279844445302205,0.15076113192166812,0.1934399190244588
2.4069245097038614,0.1707724815099019,0.008267629508467393,0.15051748566522638,0.19313347447150442
2.4423204583759772,0.17049867169375552,0.008255673745834568,0.15027358150961934,0.19282810870730885
2.4777164070480926,0.1702252107715019,0.008243976354549836,0.15002942127821145,0.1925238194581447
2.5131123557202084,0.1699520985875755,0.008232536509188662,0.14978500685059257,0.19222060439013422
2.548508304392324,0.16967933498550347,0.008221353361861174,0.14954034016231332,0.1919184611095333
2.5839042530644396,0.16940691980790884,0.008210426042327903,0.14929542320459296,0.1916173871630424
2.619300201736555,0.1691348528965139,0.008199753658125844,0.1490502580240013,0.19131738003814355
2.654696150408671,0.16886313409214318,0.008189335294704793,0.1488048467221137,0.19101843716346448
2.690092099080786,0.16859176323472705,0.00817917001557391,0.14855919145514046,0.1907205559091685
2.725488047752902,0.16832074016330462,0.008169256862458358,0.14831329443352945,0.19042373358737036
2.7608839964250174,0.16805006471602704,0.008159594855465989,0.1480671579215434,0.19012796745257832
2.796279945097133,0.16777973673016078,0.008150182993263916,0.14782078423681186,0.189833254702161
2.8316758937692486,0.1675097560420908,0.00814102025326487,0.14757417574985746,0.18953959247684007
2.8670718424413644,0.16724012248732387,0.008132105591823226,0.14732733488359798,0.18924697786120728
2.90246779111348,0.16697083590049158,0.00812343794444054,0.14708026411282343,0.18895540788426607
2.9378637397855956,0.16670189611535371,0.008115016225980421,0.14683296596364942,0.18866487951999733
2.9732596884577114,0.16643330296480144,0.008106839330892662,0.1465854430129464,0.18837538968794887
3.0086556371298268,0.16616505628086045,0.008098906133446356,0.1463376978877464,0.18808693525384781
3.0440515858019426,0.1658971558946942,0.008091215487971894,0.14608973326462613,0.18779951303023604
3.079447534474058,0.16562960163660717,0.008083766229111632,0.14584155186906847,0.18751311977712778
3.1148434831461738,0.16536239333604807,0.008076557172079023,0.14559315647480203,0.18722775220268903
3.150239431818289,0.1650955308216129,0.008069587112926001,0.14534454990311885,0.18694340696393824
3.185635380490405,0.1648290139210483,0.008062854828818475,0.14509573502217257,0.18666008066746728
3.2210313291625203,0.16456284246125463,0.008056359078319593,0.14484671474625527,0.18637776987018334
3.256427277834636,0.16429701626828933,0.008050098601680654,0.14459749203505545,0.18609647108006974
3.2918232265067515,0.1640315351673699,0.008044072121139388,0.1443480698928969,0.1858161807569657
3.3272191751788673,0.1637663989828773,0.008038278341225367,0.14409845136795899,0.1855368953133648
3.3626151238509827,0.1635016075383589,0.008032715949072308,0.14384863955147986,0.1852586111152307
3.3980110725230985,0.163237160656532,0.008027383614736998,0.14359863757694177,0.18498132448283028
3.4334070211952143,0.16297305815928664,0.008022279991524607,0.14334844861924068,0.18470503169158273
3.4688029698673297,0.16270929986768906,0.00801740371632012,0.14309807589383988,0.18442972897292473
3.504198918539445,0.1624458856019848,0.008012753409925603,0.14284752265590864,0.1841554125151905
